iButton_Temp,Date,Object,Size,Location,Month
19.636,1/20/2020,Bush,Small,Tzeelim,1
20.136,1/20/2020,Bush,Small,Tzeelim,1
20.637,1/20/2020,Bush,Small,Tzeelim,1
21.137,1/20/2020,Bush,Small,Tzeelim,1
22.138,1/20/2020,Bush,Small,Tzeelim,1
22.138,1/20/2020,Bush,Small,Tzeelim,1
22.138,1/20/2020,Bush,Small,Tzeelim,1
22.138,1/20/2020,Bush,Small,Tzeelim,1
21.638,1/20/2020,Bush,Small,Tzeelim,1
21.137,1/20/2020,Bush,Small,Tzeelim,1
20.637,1/20/2020,Bush,Small,Tzeelim,1
20.136,1/20/2020,Bush,Small,Tzeelim,1
20.136,1/20/2020,Bush,Small,Tzeelim,1
19.636,1/20/2020,Bush,Small,Tzeelim,1
19.636,1/20/2020,Bush,Small,Tzeelim,1
20.136,1/20/2020,Bush,Small,Tzeelim,1
20.136,1/20/2020,Bush,Small,Tzeelim,1
20.136,1/20/2020,Bush,Small,Tzeelim,1
19.636,1/20/2020,Bush,Small,Tzeelim,1
19.636,1/20/2020,Bush,Small,Tzeelim,1
20.136,1/20/2020,Bush,Small,Tzeelim,1
20.136,1/20/2020,Bush,Small,Tzeelim,1
19.636,1/20/2020,Bush,Small,Tzeelim,1
19.136,1/20/2020,Bush,Small,Tzeelim,1
19.136,1/20/2020,Bush,Small,Tzeelim,1
17.634,1/20/2020,Bush,Small,Tzeelim,1
16.132,1/20/2020,Bush,Small,Tzeelim,1
16.132,1/20/2020,Bush,Small,Tzeelim,1
16.632,1/20/2020,Bush,Small,Tzeelim,1
17.133,1/20/2020,Bush,Small,Tzeelim,1
17.634,1/20/2020,Bush,Small,Tzeelim,1
17.133,1/20/2020,Bush,Small,Tzeelim,1
17.133,1/20/2020,Bush,Small,Tzeelim,1
17.133,1/20/2020,Bush,Small,Tzeelim,1
17.133,1/20/2020,Bush,Small,Tzeelim,1
17.133,1/20/2020,Bush,Small,Tzeelim,1
17.133,1/20/2020,Bush,Small,Tzeelim,1
16.632,1/20/2020,Bush,Small,Tzeelim,1
16.632,1/20/2020,Bush,Small,Tzeelim,1
16.632,1/20/2020,Bush,Small,Tzeelim,1
16.632,1/20/2020,Bush,Small,Tzeelim,1
16.132,1/20/2020,Bush,Small,Tzeelim,1
16.132,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
16.132,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.128,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
14.629,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.13,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
15.631,1/20/2020,Bush,Small,Tzeelim,1
16.132,1/20/2020,Bush,Small,Tzeelim,1
16.632,1/20/2020,Bush,Small,Tzeelim,1
16.632,1/20/2020,Bush,Small,Tzeelim,1
16.632,1/20/2020,Bush,Small,Tzeelim,1
17.133,1/20/2020,Bush,Small,Tzeelim,1
17.634,1/20/2020,Bush,Small,Tzeelim,1
18.635,1/20/2020,Bush,Small,Tzeelim,1
19.136,1/20/2020,Bush,Small,Tzeelim,1
19.136,1/20/2020,Bush,Small,Tzeelim,1
19.136,1/20/2020,Bush,Small,Tzeelim,1
19.136,1/20/2020,Bush,Small,Tzeelim,1
17.5,1/20/21,Bush,Small,Mishmar,1
16,1/20/21,Bush,Small,Mishmar,1
17,1/20/21,Bush,Small,Tzeelim,1
13.5,1/20/21,Bush,Small,Tzeelim,1
17,1/20/21,Bush,Small,Tzeelim,1
14.5,1/20/21,Bush,Small,Tzeelim,1
17.5,1/20/21,Bush,Small,Mishmar,1
14.5,1/20/21,Bush,Small,Mishmar,1
14.5,1/20/21,Bush,Small,Mishmar,1
14,1/20/21,Bush,Small,Mishmar,1
11,1/20/21,Bush,Small,Tzeelim,1
12,1/20/21,Bush,Small,Tzeelim,1
11.5,1/20/21,Bush,Small,Tzeelim,1
13,1/20/21,Bush,Small,Tzeelim,1
13.5,1/20/21,Bush,Small,Mishmar,1
13.5,1/20/21,Bush,Small,Mishmar,1
14,1/20/21,Bush,Small,Mishmar,1
14,1/20/21,Bush,Small,Mishmar,1
11.5,1/20/21,Bush,Small,Tzeelim,1
11.5,1/20/21,Bush,Small,Tzeelim,1
11.5,1/20/21,Bush,Small,Tzeelim,1
12.5,1/20/21,Bush,Small,Tzeelim,1
15.5,1/20/21,Bush,Small,Mishmar,1
13,1/20/21,Bush,Small,Mishmar,1
18,1/20/21,Bush,Small,Mishmar,1
15,1/20/21,Bush,Small,Mishmar,1
17,1/20/21,Bush,Small,Tzeelim,1
13,1/20/21,Bush,Small,Tzeelim,1
17,1/20/21,Bush,Small,Tzeelim,1
15,1/20/21,Bush,Small,Tzeelim,1
17.5,1/20/21,Bush,Small,Mishmar,1
15.5,1/20/21,Bush,Small,Mishmar,1
17.5,1/20/21,Bush,Small,Mishmar,1
15,1/20/21,Bush,Small,Mishmar,1
16.5,1/20/21,Bush,Small,Tzeelim,1
11,1/20/21,Bush,Small,Tzeelim,1
16.5,1/20/21,Bush,Small,Tzeelim,1
14.5,1/20/21,Bush,Small,Tzeelim,1
17.5,1/20/21,Bush,Small,Mishmar,1
15,1/20/21,Bush,Small,Mishmar,1
17.5,1/20/21,Bush,Small,Mishmar,1
16,1/20/21,Bush,Small,Mishmar,1
16.5,1/20/21,Bush,Small,Tzeelim,1
14.5,1/20/21,Bush,Small,Tzeelim,1
16.5,1/20/21,Bush,Small,Tzeelim,1
16,1/20/21,Bush,Small,Tzeelim,1
17,1/20/21,Bush,Small,Mishmar,1
14.5,1/20/21,Bush,Small,Mishmar,1
17.5,1/20/21,Bush,Small,Mishmar,1
15.5,1/20/21,Bush,Small,Mishmar,1
16,1/20/21,Bush,Small,Tzeelim,1
14,1/20/21,Bush,Small,Tzeelim,1
16,1/20/21,Bush,Small,Tzeelim,1
16,1/20/21,Bush,Small,Tzeelim,1
16.5,1/20/21,Bush,Small,Mishmar,1
13.5,1/20/21,Bush,Small,Mishmar,1
17,1/20/21,Bush,Small,Mishmar,1
15,1/20/21,Bush,Small,Mishmar,1
15.5,1/20/21,Bush,Small,Tzeelim,1
13,1/20/21,Bush,Small,Tzeelim,1
16,1/20/21,Bush,Small,Tzeelim,1
14,1/20/21,Bush,Small,Tzeelim,1
16.5,1/20/21,Bush,Small,Mishmar,1
14,1/20/21,Bush,Small,Mishmar,1
17,1/20/21,Bush,Small,Mishmar,1
14.5,1/20/21,Bush,Small,Mishmar,1
15.5,1/20/21,Bush,Small,Tzeelim,1
12.5,1/20/21,Bush,Small,Tzeelim,1
15,1/20/21,Bush,Small,Tzeelim,1
13,1/20/21,Bush,Small,Tzeelim,1
15,1/20/21,Bush,Small,Mishmar,1
14,1/20/21,Bush,Small,Mishmar,1
16.5,1/20/21,Bush,Small,Mishmar,1
14.5,1/20/21,Bush,Small,Mishmar,1
15,1/20/21,Bush,Small,Tzeelim,1
12.5,1/20/21,Bush,Small,Tzeelim,1
15,1/20/21,Bush,Small,Tzeelim,1
13,1/20/21,Bush,Small,Tzeelim,1
15,1/20/21,Bush,Small,Mishmar,1
14,1/20/21,Bush,Small,Mishmar,1
15,1/20/21,Bush,Small,Mishmar,1
14.5,1/20/21,Bush,Small,Mishmar,1
13,1/20/21,Bush,Small,Tzeelim,1
12,1/20/21,Bush,Small,Tzeelim,1
13,1/20/21,Bush,Small,Tzeelim,1
13,1/20/21,Bush,Small,Tzeelim,1
14.5,1/20/21,Bush,Small,Mishmar,1
13.5,1/20/21,Bush,Small,Mishmar,1
15,1/20/21,Bush,Small,Mishmar,1
14,1/20/21,Bush,Small,Mishmar,1
12.5,1/20/21,Bush,Small,Tzeelim,1
12,1/20/21,Bush,Small,Tzeelim,1
13,1/20/21,Bush,Small,Tzeelim,1
12.5,1/20/21,Bush,Small,Tzeelim,1
14,1/20/21,Bush,Small,Mishmar,1
14,1/20/21,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
16.616,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
17.117,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
16.616,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
13.612,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
16.115,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
15.615,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
15.114,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
14.613,1/21/20,Bush,Small,Mishmar,1
13.612,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
12.109,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
13.612,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.612,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
14.113,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.612,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.612,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
13.111,1/21/20,Bush,Small,Mishmar,1
12.61,1/21/20,Bush,Small,Mishmar,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
13.627,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
16.132,1/21/2020,Bush,Small,Tzeelim,1
17.133,1/21/2020,Bush,Small,Tzeelim,1
18.635,1/21/2020,Bush,Small,Tzeelim,1
19.636,1/21/2020,Bush,Small,Tzeelim,1
17.133,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
16.132,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
15.13,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
16.132,1/21/2020,Bush,Small,Tzeelim,1
16.632,1/21/2020,Bush,Small,Tzeelim,1
16.632,1/21/2020,Bush,Small,Tzeelim,1
16.132,1/21/2020,Bush,Small,Tzeelim,1
16.132,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
16.132,1/21/2020,Bush,Small,Tzeelim,1
16.132,1/21/2020,Bush,Small,Tzeelim,1
15.631,1/21/2020,Bush,Small,Tzeelim,1
15.13,1/21/2020,Bush,Small,Tzeelim,1
16.132,1/21/2020,Bush,Small,Tzeelim,1
16.132,1/21/2020,Bush,Small,Tzeelim,1
15.13,1/21/2020,Bush,Small,Tzeelim,1
15.13,1/21/2020,Bush,Small,Tzeelim,1
15.13,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
13.627,1/21/2020,Bush,Small,Tzeelim,1
13.627,1/21/2020,Bush,Small,Tzeelim,1
13.627,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
12.124,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.124,1/21/2020,Bush,Small,Tzeelim,1
12.124,1/21/2020,Bush,Small,Tzeelim,1
12.124,1/21/2020,Bush,Small,Tzeelim,1
12.124,1/21/2020,Bush,Small,Tzeelim,1
12.124,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.629,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
14.128,1/21/2020,Bush,Small,Tzeelim,1
13.627,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.124,1/21/2020,Bush,Small,Tzeelim,1
11.623,1/21/2020,Bush,Small,Tzeelim,1
11.623,1/21/2020,Bush,Small,Tzeelim,1
12.124,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
12.625,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13.627,1/21/2020,Bush,Small,Tzeelim,1
13.627,1/21/2020,Bush,Small,Tzeelim,1
13.126,1/21/2020,Bush,Small,Tzeelim,1
13,1/21/21,Bush,Small,Mishmar,1
15.5,1/21/21,Bush,Small,Mishmar,1
11,1/21/21,Bush,Small,Tzeelim,1
16,1/21/21,Bush,Small,Tzeelim,1
11.5,1/21/21,Bush,Small,Tzeelim,1
18,1/21/21,Bush,Small,Tzeelim,1
12.5,1/21/21,Bush,Small,Mishmar,1
18,1/21/21,Bush,Small,Mishmar,1
14.5,1/21/21,Bush,Small,Mishmar,1
14,1/21/21,Bush,Small,Mishmar,1
14,1/21/21,Bush,Small,Tzeelim,1
13.5,1/21/21,Bush,Small,Tzeelim,1
13.5,1/21/21,Bush,Small,Tzeelim,1
13,1/21/21,Bush,Small,Tzeelim,1
17.5,1/21/21,Bush,Small,Mishmar,1
14,1/21/21,Bush,Small,Mishmar,1
15,1/21/21,Bush,Small,Mishmar,1
13.5,1/21/21,Bush,Small,Mishmar,1
15,1/21/21,Bush,Small,Tzeelim,1
13,1/21/21,Bush,Small,Tzeelim,1
15,1/21/21,Bush,Small,Tzeelim,1
12.5,1/21/21,Bush,Small,Tzeelim,1
17.5,1/21/21,Bush,Small,Mishmar,1
14,1/21/21,Bush,Small,Mishmar,1
13.5,1/21/21,Bush,Small,Mishmar,1
15.5,1/21/21,Bush,Small,Mishmar,1
11.5,1/21/21,Bush,Small,Tzeelim,1
16,1/21/21,Bush,Small,Tzeelim,1
12,1/21/21,Bush,Small,Tzeelim,1
